Dim1,Dim1Type,TimeDimensionValue,Value,SpatialDimType,SpatialDim
MLE,SEX,2010,254 [212-301],COUNTRY,CHE
MLE,SEX,2010,2542 [2177-2945],COUNTRY,UZB
MLE,SEX,2010,25435 [22070-28801],COUNTRY,IDN
MLE,SEX,2010,254384 [184862-291664],REGION,SEAR
MLE,SEX,2010,257411 [193505-294134],REGION,WPR
MLE,SEX,2010,27430 [22090-32770],COUNTRY,NGA
MLE,SEX,2010,275 [206-346],COUNTRY,QAT
MLE,SEX,2010,2759 [2574-2945],COUNTRY,PER
MLE,SEX,2010,278 [239-321],COUNTRY,ISR
MLE,SEX,2010,2829 [2501-3179],COUNTRY,DEU
MLE,SEX,2010,283 [241-330],COUNTRY,LTU
MLE,SEX,2010,286 [240-331],COUNTRY,GAB
MLE,SEX,2010,2881 [2469-3292],COUNTRY,NPL
MLE,SEX,2010,2906 [2298-3516],COUNTRY,NER
MLE,SEX,2010,291 [253-333],COUNTRY,NZL
MLE,SEX,2010,2922 [2227-3513],COUNTRY,ECU
MLE,SEX,2010,3 [2-5],COUNTRY,ATG
MLE,SEX,2010,306 [252-359],COUNTRY,GNB
MLE,SEX,2010,3075 [2475-3676],COUNTRY,BFA
MLE,SEX,2010,3088 [2697-3509],COUNTRY,KAZ
MLE,SEX,2010,311 [288-334],COUNTRY,ALB
MLE,SEX,2010,3153 [2765-3559],COUNTRY,FRA
MLE,SEX,2010,3306 [2802-3812],COUNTRY,AFG
MLE,SEX,2010,334 [289-380],COUNTRY,BWA
MLE,SEX,2010,3381 [2754-4008],COUNTRY,MWI
MLE,SEX,2010,3398 [3205-3590],COUNTRY,ITA
MLE,SEX,2010,344 [272-417],COUNTRY,GMB
MLE,SEX,2010,35 [27-44],COUNTRY,BHS
MLE,SEX,2010,355 [286-471],COUNTRY,SVK
MLE,SEX,2010,356 [307-409],COUNTRY,HRV
MLE,SEX,2010,357275 [267031-415146],WORLDBANKINCOMEGROUP,WB_LMI
MLE,SEX,2010,3574 [3399-3752],COUNTRY,POL
MLE,SEX,2010,3576 [3169-3980],COUNTRY,TUR
MLE,SEX,2010,3587 [2976-4198],COUNTRY,YEM
MLE,SEX,2010,36 [29-45],COUNTRY,BLZ
MLE,SEX,2010,3626 [2890-4362],COUNTRY,AGO
MLE,SEX,2010,3640 [3068-4213],COUNTRY,SYR
MLE,SEX,2010,37 [28-44],COUNTRY,STP
MLE,SEX,2010,3701 [3033-4369],COUNTRY,MDG
MLE,SEX,2010,374 [346-401],COUNTRY,ARM
MLE,SEX,2010,3763 [3112-4414],COUNTRY,ZWE
MLE,SEX,2010,3772 [3145-4399],COUNTRY,CIV
MLE,SEX,2010,378 [348-408],COUNTRY,MNG
MLE,SEX,2010,38594 [36713-40502],COUNTRY,BRA
MLE,SEX,2010,392 [334-454],COUNTRY,PAN
MLE,SEX,2010,4 [3-5],COUNTRY,VCT
MLE,SEX,2010,4139 [3616-4693],COUNTRY,ARG
MLE,SEX,2010,414709 [335566-467713],WORLDBANKINCOMEGROUP,WB_UMI
MLE,SEX,2010,4198 [3608-4789],COUNTRY,PRK
MLE,SEX,2010,420 [362-481],COUNTRY,AUT
MLE,SEX,2010,425 [360-492],COUNTRY,MDA
MLE,SEX,2010,427 [366-495],COUNTRY,URY
MLE,SEX,2010,428 [360-494],COUNTRY,LSO
MLE,SEX,2010,434 [369-498],COUNTRY,NAM
MLE,SEX,2010,4415 [3793-5037],COUNTRY,GHA
MLE,SEX,2010,4425 [3768-5082],COUNTRY,IRQ
MLE,SEX,2010,4530 [4239-4746],COUNTRY,JPN
MLE,SEX,2010,4647 [3797-5497],COUNTRY,CMR
MLE,SEX,2010,481 [415-553],COUNTRY,NLD
MLE,SEX,2010,4850 [3955-6590],COUNTRY,KOR
MLE,SEX,2010,487 [449-525],COUNTRY,BIH
MLE,SEX,2010,5 [3-7],COUNTRY,TON
MLE,SEX,2010,5 [3-8],COUNTRY,KIR
MLE,SEX,2010,5 [4-7],COUNTRY,GRD
MLE,SEX,2010,521 [455-589],COUNTRY,KWT
MLE,SEX,2010,5247 [4247-6247],COUNTRY,MOZ
MLE,SEX,2010,5372 [4767-6058],COUNTRY,UKR
MLE,SEX,2010,541 [452-631],COUNTRY,MRT
MLE,SEX,2010,5472 [4886-6058],COUNTRY,DZA
MLE,SEX,2010,548 [475-623],COUNTRY,CRI
MLE,SEX,2010,5517 [4841-6193],COUNTRY,SAU
MLE,SEX,2010,5638 [4733-6543],COUNTRY,SDN
MLE,SEX,2010,566 [448-696],COUNTRY,GEO
MLE,SEX,2010,5801 [5082-6521],COUNTRY,MYS
MLE,SEX,2010,5856 [5130-6612],COUNTRY,COL
MLE,SEX,2010,590 [383-907],COUNTRY,LBN
MLE,SEX,2010,6 [4-8],COUNTRY,ISL
MLE,SEX,2010,61 [45-82],COUNTRY,FJI
MLE,SEX,2010,619 [529-718],COUNTRY,BGR
MLE,SEX,2010,625 [498-750],COUNTRY,SRB
MLE,SEX,2010,631 [530-732],COUNTRY,LAO
MLE,SEX,2010,6338 [5607-7069],COUNTRY,MAR
MLE,SEX,2010,635 [550-727],COUNTRY,CZE
MLE,SEX,2010,65 [53-80],COUNTRY,EST
MLE,SEX,2010,66 [59-74],COUNTRY,BTN
MLE,SEX,2010,671 [592-757],COUNTRY,BEL
MLE,SEX,2010,685 [597-778],COUNTRY,HUN
MLE,SEX,2010,688 [566-810],COUNTRY,COG
MLE,SEX,2010,689 [626-753],COUNTRY,TKM
MLE,SEX,2010,693 [636-749],COUNTRY,NIC
MLE,SEX,2010,7063 [5933-8193],COUNTRY,MMR
MLE,SEX,2010,71028 [64653-77967],REGION,EUR
MLE,SEX,2010,712 [611-813],COUNTRY,OMN
MLE,SEX,2010,72 [58-88],COUNTRY,CYP
MLE,SEX,2010,72 [64-79],COUNTRY,SLB
MLE,SEX,2010,723 [629-829],COUNTRY,CUB
MLE,SEX,2010,7254 [6365-8185],COUNTRY,VEN
MLE,SEX,2010,73 [53-97],COUNTRY,MNE
MLE,SEX,2010,745 [648-848],COUNTRY,KGZ
MLE,SEX,2010,75617 [68875-83343],WORLDBANKINCOMEGROUP,WB_HI
MLE,SEX,2010,8 [6-12],COUNTRY,MDV
MLE,SEX,2010,802 [667-938],COUNTRY,ERI
MLE,SEX,2010,8079 [6339-9819],COUNTRY,UGA
MLE,SEX,2010,815 [548-1256],COUNTRY,AZE
MLE,SEX,2010,8171 [4807-11464],COUNTRY,EGY
MLE,SEX,2010,82 [63-106],COUNTRY,SUR
MLE,SEX,2010,8237 [6966-9507],COUNTRY,KEN
MLE,SEX,2010,82839 [68783-98023],REGION,EMR
MLE,SEX,2010,8494 [6631-9957],COUNTRY,PHL
MLE,SEX,2010,855 [670-1039],COUNTRY,LBR
MLE,SEX,2010,871 [799-942],COUNTRY,HND
MLE,SEX,2010,880 [761-1006],COUNTRY,PRT
MLE,SEX,2010,881 [674-1087],COUNTRY,CAF
MLE,SEX,2010,8901 [7273-10527],COUNTRY,TZA
MLE,SEX,2010,91 [79-102],COUNTRY,CPV
MLE,SEX,2010,944 [827-1063],COUNTRY,PNG
MLE,SEX,2010,945908 [750836-1083454],REGION,GLOBAL
MLE,SEX,2010,98307 [79365-117252],WORLDBANKINCOMEGROUP,WB_LI
MLE,SEX,2010,994 [469-2105],COUNTRY,LBY
MLE,SEX,2011,0 [0-0],COUNTRY,FSM
MLE,SEX,2011,10 [7-13],COUNTRY,ISL
MLE,SEX,2011,101459 [81984-120934],WORLDBANKINCOMEGROUP,WB_LI
MLE,SEX,2011,1026 [778-1528],COUNTRY,SLV
MLE,SEX,2011,1045 [930-1166],COUNTRY,GRC
MLE,SEX,2011,106 [81-139],COUNTRY,BHR
MLE,SEX,2011,10879 [7867-13810],COUNTRY,ZAF
MLE,SEX,2011,1140 [1031-1250],COUNTRY,TJK
MLE,SEX,2011,118 [102-133],COUNTRY,TLS
MLE,SEX,2011,118 [108-127],COUNTRY,NOR
MLE,SEX,2011,118025 [108484-127858],REGION,AMR
MLE,SEX,2011,119 [98-144],COUNTRY,SVN
MLE,SEX,2011,1223 [1068-1380],COUNTRY,LBY
MLE,SEX,2011,1242 [1113-1370],COUNTRY,BOL
MLE,SEX,2011,1251 [1015-1486],COUNTRY,SLE
MLE,SEX,2011,1251 [820-1540],COUNTRY,PRY
MLE,SEX,2011,128 [107-149],COUNTRY,COM
MLE,SEX,2011,1306 [1091-1521],COUNTRY,HTI
MLE,SEX,2011,131 [108-157],COUNTRY,IRL
MLE,SEX,2011,1316 [1129-1516],COUNTRY,BLR
MLE,SEX,2011,13250 [12598-13926],COUNTRY,MEX
MLE,SEX,2011,1346 [1057-1680],COUNTRY,GTM
MLE,SEX,2011,1381 [1119-1643],COUNTRY,JOR
MLE,SEX,2011,140 [102-178],COUNTRY,GNQ
MLE,SEX,2011,1405 [1136-1674],COUNTRY,TGO
MLE,SEX,2011,14324 [12395-16253],COUNTRY,PAK
MLE,SEX,2011,149 [110-188],COUNTRY,MKD
MLE,SEX,2011,15 [11-19],COUNTRY,MLT
MLE,SEX,2011,150 [125-179],COUNTRY,LVA
MLE,SEX,2011,1520 [1287-1755],COUNTRY,ARE
MLE,SEX,2011,15223 [12169-18277],COUNTRY,COD
MLE,SEX,2011,1537 [1340-1742],COUNTRY,CAN
MLE,SEX,2011,15592 [14025-17896],COUNTRY,IRN
MLE,SEX,2011,158 [132-186],COUNTRY,MUS
MLE,SEX,2011,159 [137-182],COUNTRY,DJI
MLE,SEX,2011,16 [14-18],COUNTRY,WSM
MLE,SEX,2011,1605 [1404-1822],COUNTRY,ROU
MLE,SEX,2011,16283 [12692-19874],COUNTRY,ETH
MLE,SEX,2011,1633 [1559-1710],COUNTRY,GBR
MLE,SEX,2011,164 [125-209],COUNTRY,GUY
MLE,SEX,2011,166126 [133978-198193],REGION,AFR
MLE,SEX,2011,1667 [1474-1874],COUNTRY,CHL
MLE,SEX,2011,168 [137-202],COUNTRY,TTO
MLE,SEX,2011,168 [140-198],COUNTRY,DNK
MLE,SEX,2011,1708 [1497-1929],COUNTRY,ESP
MLE,SEX,2011,176429 [116203-203507],COUNTRY,IND
MLE,SEX,2011,17886 [15084-20687],COUNTRY,VNM
MLE,SEX,2011,1792 [1599-1986],COUNTRY,TUN
MLE,SEX,2011,1808 [1488-2128],COUNTRY,SSD
MLE,SEX,2011,1843 [1510-2176],COUNTRY,BEN
MLE,SEX,2011,1945 [1664-2226],COUNTRY,KHM
MLE,SEX,2011,2 [1-3],COUNTRY,KIR
MLE,SEX,2011,201 [170-236],COUNTRY,SGP
MLE,SEX,2011,20131 [17995-22267],COUNTRY,THA
MLE,SEX,2011,2024 [1621-2428],COUNTRY,TCD
MLE,SEX,2011,2031 [1638-2424],COUNTRY,BDI
MLE,SEX,2011,2041 [1694-2388],COUNTRY,GIN
MLE,SEX,2011,2083 [1717-2448],COUNTRY,ZMB
MLE,SEX,2011,20887 [17520-24254],COUNTRY,BGD
MLE,SEX,2011,2095 [1550-2739],COUNTRY,DOM
MLE,SEX,2011,214701 [160151-245154],COUNTRY,CHN
MLE,SEX,2011,22 [17-28],COUNTRY,BRB
MLE,SEX,2011,220 [182-263],COUNTRY,FIN
MLE,SEX,2011,22150 [21542-22996],COUNTRY,RUS
MLE,SEX,2011,231 [200-265],COUNTRY,NZL
MLE,SEX,2011,2318 [1900-2735],COUNTRY,MLI
MLE,SEX,2011,2350 [1983-2718],COUNTRY,SEN
MLE,SEX,2011,2371 [2127-2614],COUNTRY,LKA
MLE,SEX,2011,241 [206-279],COUNTRY,SWE
MLE,SEX,2011,243 [202-288],COUNTRY,CHE
MLE,SEX,2011,2442 [1894-2991],COUNTRY,SOM
MLE,SEX,2011,2478 [1915-3041],COUNTRY,RWA
MLE,SEX,2011,25 [20-31],COUNTRY,LUX
MLE,SEX,2011,25 [22-27],COUNTRY,VUT
MLE,SEX,2011,252 [188-317],COUNTRY,QAT
MLE,SEX,2011,25301 [20345-30258],COUNTRY,NGA
MLE,SEX,2011,25364 [24449-26198],COUNTRY,USA
MLE,SEX,2011,2591 [2223-3004],COUNTRY,UZB
MLE,SEX,2011,25983 [22498-29469],COUNTRY,IDN
MLE,SEX,2011,260 [212-309],COUNTRY,SWZ
MLE,SEX,2011,260376 [188728-298879],REGION,SEAR
MLE,SEX,2011,260873 [199018-298939],REGION,WPR
MLE,SEX,2011,265 [224-310],COUNTRY,LTU
MLE,SEX,2011,269 [214-332],COUNTRY,JAM
MLE,SEX,2011,274 [253-294],COUNTRY,ALB
MLE,SEX,2011,278 [239-321],COUNTRY,ISR
MLE,SEX,2011,2901 [2530-3308],COUNTRY,KAZ
MLE,SEX,2011,2929 [2513-3344],COUNTRY,NPL
MLE,SEX,2011,2998 [2258-3619],COUNTRY,ECU
MLE,SEX,2011,3 [3-4],COUNTRY,VCT
MLE,SEX,2011,300 [253-347],COUNTRY,GAB
MLE,SEX,2011,3026 [2393-3660],COUNTRY,NER
MLE,SEX,2011,3117 [2723-3524],COUNTRY,FRA
MLE,SEX,2011,3127 [2760-3514],COUNTRY,DEU
MLE,SEX,2011,314 [259-369],COUNTRY,GNB
MLE,SEX,2011,3153 [2534-3772],COUNTRY,BFA
MLE,SEX,2011,328 [282-373],COUNTRY,BWA
MLE,SEX,2011,3289 [3098-3475],COUNTRY,ITA
MLE,SEX,2011,3377 [2861-3893],COUNTRY,AFG
MLE,SEX,2011,34 [25-46],COUNTRY,BRN
MLE,SEX,2011,34 [26-43],COUNTRY,LCA
MLE,SEX,2011,3427 [2793-4063],COUNTRY,MWI
MLE,SEX,2011,3429 [3199-3659],COUNTRY,PER
MLE,SEX,2011,353 [281-481],COUNTRY,SVK
MLE,SEX,2011,36 [28-45],COUNTRY,BHS
MLE,SEX,2011,360679 [268744-419261],WORLDBANKINCOMEGROUP,WB_LMI
MLE,SEX,2011,361 [284-436],COUNTRY,GMB
MLE,SEX,2011,3684 [3090-4279],COUNTRY,SYR
MLE,SEX,2011,37 [29-45],COUNTRY,STP
MLE,SEX,2011,377 [326-432],COUNTRY,HRV
MLE,SEX,2011,3779 [3127-4432],COUNTRY,ZWE
MLE,SEX,2011,3835 [3154-4516],COUNTRY,MDG
MLE,SEX,2011,3848 [3059-4637],COUNTRY,AGO
MLE,SEX,2011,3848 [3656-4043],COUNTRY,POL
MLE,SEX,2011,385 [357-412],COUNTRY,ARM
MLE,SEX,2011,3869 [3221-4518],COUNTRY,YEM
MLE,SEX,2011,387 [334-446],COUNTRY,AUT
MLE,SEX,2011,3879 [3238-4520],COUNTRY,CIV
MLE,SEX,2011,39535 [37598-41473],COUNTRY,BRA
MLE,SEX,2011,401 [341-460],COUNTRY,NAM
MLE,SEX,2011,4071 [3462-4679],COUNTRY,IRQ
MLE,SEX,2011,421575 [344671-475734],WORLDBANKINCOMEGROUP,WB_UMI
MLE,SEX,2011,422 [391-454],COUNTRY,MNG
MLE,SEX,2011,424 [337-521],COUNTRY,GEO
MLE,SEX,2011,425 [390-459],COUNTRY,BIH
MLE,SEX,2011,426 [360-491],COUNTRY,LSO
MLE,SEX,2011,4262 [3667-4859],COUNTRY,PRK
MLE,SEX,2011,4271 [3998-4472],COUNTRY,JPN
MLE,SEX,2011,434 [372-501],COUNTRY,MDA
MLE,SEX,2011,439 [374-508],COUNTRY,PAN
MLE,SEX,2011,44 [32-60],COUNTRY,MNE
MLE,SEX,2011,4465 [3902-5051],COUNTRY,ARG
MLE,SEX,2011,4496 [3875-5118],COUNTRY,GHA
MLE,SEX,2011,453 [387-527],COUNTRY,URY
MLE,SEX,2011,4620 [3765-6344],COUNTRY,KOR
MLE,SEX,2011,4792 [3915-5669],COUNTRY,CMR
MLE,SEX,2011,49 [39-59],COUNTRY,BLZ
MLE,SEX,2011,490 [421-564],COUNTRY,NLD
MLE,SEX,2011,491 [429-560],COUNTRY,CRI
MLE,SEX,2011,5122 [4292-5952],COUNTRY,SDN
MLE,SEX,2011,514 [437-599],COUNTRY,BGR
MLE,SEX,2011,5278 [4661-6004],COUNTRY,UKR
MLE,SEX,2011,5376 [4360-6393],COUNTRY,MOZ
MLE,SEX,2011,554 [463-645],COUNTRY,MRT
MLE,SEX,2011,5579 [4984-6174],COUNTRY,DZA
MLE,SEX,2011,56 [40-76],COUNTRY,FJI
MLE,SEX,2011,5747 [5079-6416],COUNTRY,MAR
MLE,SEX,2011,5757 [5038-6523],COUNTRY,COL
MLE,SEX,2011,5814 [5093-6537],COUNTRY,MYS
MLE,SEX,2011,589 [510-675],COUNTRY,CZE
MLE,SEX,2011,5920 [5251-6581],COUNTRY,TUR
MLE,SEX,2011,6 [5-9],COUNTRY,ATG
MLE,SEX,2011,6009 [5273-6746],COUNTRY,SAU
MLE,SEX,2011,608 [529-694],COUNTRY,KWT
MLE,SEX,2011,622 [539-712],COUNTRY,HUN
MLE,SEX,2011,629 [406-975],COUNTRY,LBN
MLE,SEX,2011,631 [531-730],COUNTRY,LAO
MLE,SEX,2011,668 [533-804],COUNTRY,SRB
MLE,SEX,2011,683 [621-745],COUNTRY,TKM
MLE,SEX,2011,688 [605-780],COUNTRY,BEL
MLE,SEX,2011,7 [4-10],COUNTRY,TON
MLE,SEX,2011,7 [5-10],COUNTRY,MDV
MLE,SEX,2011,700 [604-814],COUNTRY,CUB
MLE,SEX,2011,706 [580-833],COUNTRY,COG
MLE,SEX,2011,71 [64-79],COUNTRY,SLB
MLE,SEX,2011,715 [658-773],COUNTRY,NIC
MLE,SEX,2011,7177 [6024-8330],COUNTRY,MMR
MLE,SEX,2011,7221 [6288-8216],COUNTRY,VEN
MLE,SEX,2011,72851 [66268-80292],REGION,EUR
MLE,SEX,2011,7335 [5754-8916],COUNTRY,UGA
MLE,SEX,2011,75463 [68673-83254],WORLDBANKINCOMEGROUP,WB_HI
MLE,SEX,2011,77 [61-94],COUNTRY,CYP
MLE,SEX,2011,8 [6-10],COUNTRY,GRD
MLE,SEX,2011,800 [697-911],COUNTRY,KGZ
MLE,SEX,2011,8013 [6117-9400],COUNTRY,PHL
MLE,SEX,2011,803 [667-938],COUNTRY,ERI
MLE,SEX,2011,80927 [67596-95022],REGION,EMR
MLE,SEX,2011,8097 [4801-11277],COUNTRY,EGY
MLE,SEX,2011,81 [66-99],COUNTRY,EST
MLE,SEX,2011,83 [73-92],COUNTRY,BTN
MLE,SEX,2011,837 [722-958],COUNTRY,PRT
MLE,SEX,2011,8442 [7154-9731],COUNTRY,KEN
MLE,SEX,2011,880 [691-1069],COUNTRY,LBR
MLE,SEX,2011,881 [809-952],COUNTRY,HND
MLE,SEX,2011,884 [682-1085],COUNTRY,CAF
MLE,SEX,2011,9 [6-11],COUNTRY,SYC
MLE,SEX,2011,901 [599-1388],COUNTRY,AZE
MLE,SEX,2011,9059 [7419-10700],COUNTRY,TZA
MLE,SEX,2011,92 [81-104],COUNTRY,CPV
MLE,SEX,2011,921 [791-1052],COUNTRY,OMN
MLE,SEX,2011,95 [72-123],COUNTRY,SUR
MLE,SEX,2011,951 [832-1069],COUNTRY,PNG
MLE,SEX,2011,959177 [764073-1099182],REGION,GLOBAL
MLE,SEX,2011,975 [852-1105],COUNTRY,AUS
MLE,SEX,2012,0 [0-0],COUNTRY,ATG
MLE,SEX,2012,0 [0-0],COUNTRY,FSM
MLE,SEX,2012,1017 [407-2546],COUNTRY,LBY
MLE,SEX,2012,1037 [681-1609],COUNTRY,AZE
MLE,SEX,2012,103918 [83795-124043],WORLDBANKINCOMEGROUP,WB_LI
MLE,SEX,2012,104 [86-125],COUNTRY,SVN
MLE,SEX,2012,105 [80-140],COUNTRY,BHR
MLE,SEX,2012,10616 [7634-13458],COUNTRY,ZAF
MLE,SEX,2012,107 [80-136],COUNTRY,MKD
MLE,SEX,2012,1100 [944-1271],COUNTRY,BLR
MLE,SEX,2012,113 [105-122],COUNTRY,NOR
MLE,SEX,2012,113 [92-136],COUNTRY,IRL
MLE,SEX,2012,115 [99-131],COUNTRY,TLS
MLE,SEX,2012,1172 [1063-1281],COUNTRY,TJK
MLE,SEX,2012,121713 [111566-132145],REGION,AMR
MLE,SEX,2012,123 [102-146],COUNTRY,DNK
MLE,SEX,2012,1236 [812-1522],COUNTRY,PRY
MLE,SEX,2012,1255 [1016-1495],COUNTRY,SLE
MLE,SEX,2012,1275 [1043-1507],COUNTRY,HTI
MLE,SEX,2012,13 [10-16],COUNTRY,LCA
MLE,SEX,2012,130 [109-151],COUNTRY,COM
MLE,SEX,2012,133 [101-172],COUNTRY,GUY
MLE,SEX,2012,13451 [12782-14148],COUNTRY,MEX
MLE,SEX,2012,1366 [1140-1593],COUNTRY,JOR
MLE,SEX,2012,13716 [11568-15865],COUNTRY,PAK
MLE,SEX,2012,1417 [1147-1686],COUNTRY,TGO
MLE,SEX,2012,1443 [1225-1661],COUNTRY,ARE
MLE,SEX,2012,1443 [1374-1517],COUNTRY,GBR
MLE,SEX,2012,1445 [1137-1795],COUNTRY,GTM
MLE,SEX,2012,146 [121-175],COUNTRY,LVA
MLE,SEX,2012,14882 [13465-17300],COUNTRY,IRN
MLE,SEX,2012,15050 [12020-18080],COUNTRY,COD
MLE,SEX,2012,152 [127-180],COUNTRY,MUS
MLE,SEX,2012,152 [130-173],COUNTRY,DJI
MLE,SEX,2012,1547 [1346-1756],COUNTRY,ESP
MLE,SEX,2012,156 [112-199],COUNTRY,GNQ
MLE,SEX,2012,1589 [1402-1791],COUNTRY,CHL
MLE,SEX,2012,16 [15-18],COUNTRY,WSM
MLE,SEX,2012,1600 [1393-1816],COUNTRY,ROU
MLE,SEX,2012,1619 [1403-1845],COUNTRY,CAN
MLE,SEX,2012,166 [138-198],COUNTRY,SGP
MLE,SEX,2012,1660 [1462-1859],COUNTRY,BOL
MLE,SEX,2012,169472 [136469-202339],REGION,AFR
MLE,SEX,2012,17011 [13317-20704],COUNTRY,ETH
MLE,SEX,2012,1750 [1559-1942],COUNTRY,TUN
MLE,SEX,2012,180248 [115812-207731],COUNTRY,IND
MLE,SEX,2012,18078 [15266-20890],COUNTRY,VNM
MLE,SEX,2012,181 [142-225],COUNTRY,JAM
MLE,SEX,2012,182 [149-218],COUNTRY,FIN
MLE,SEX,2012,1843 [1512-2173],COUNTRY,BEN
MLE,SEX,2012,1876 [1578-2174],COUNTRY,KHM
MLE,SEX,2012,189 [153-231],COUNTRY,TTO
MLE,SEX,2012,19239 [17224-21254],COUNTRY,THA
MLE,SEX,2012,198 [167-231],COUNTRY,ISR
MLE,SEX,2012,19963 [16536-23392],COUNTRY,BGD
MLE,SEX,2012,2007 [1595-2419],COUNTRY,TCD
MLE,SEX,2012,2009 [1662-2357],COUNTRY,GIN
MLE,SEX,2012,2108 [1617-2599],COUNTRY,SSD
MLE,SEX,2012,212315 [158616-243701],COUNTRY,CHN
MLE,SEX,2012,2132 [1760-2505],COUNTRY,ZMB
MLE,SEX,2012,2150 [1732-2569],COUNTRY,BDI
MLE,SEX,2012,2198 [1988-2409],COUNTRY,LKA
MLE,SEX,2012,22692 [22038-23694],COUNTRY,RUS
MLE,SEX,2012,23 [18-29],COUNTRY,LUX
MLE,SEX,2012,2337 [1971-2702],COUNTRY,SEN
MLE,SEX,2012,2341 [1910-2772],COUNTRY,MLI
MLE,SEX,2012,2418 [2078-2800],COUNTRY,UZB
MLE,SEX,2012,2437 [1880-2993],COUNTRY,SOM
MLE,SEX,2012,245 [210-284],COUNTRY,NZL
MLE,SEX,2012,249 [213-289],COUNTRY,SWE
MLE,SEX,2012,25 [22-27],COUNTRY,VUT
MLE,SEX,2012,25027 [21584-28470],COUNTRY,IDN
MLE,SEX,2012,2517 [1856-3286],COUNTRY,DOM
MLE,SEX,2012,255 [212-304],COUNTRY,CHE
MLE,SEX,2012,25554 [20540-30566],COUNTRY,NGA
MLE,SEX,2012,2569 [1980-3159],COUNTRY,RWA
MLE,SEX,2012,258618 [197523-297690],REGION,WPR
MLE,SEX,2012,259 [193-329],COUNTRY,QAT
MLE,SEX,2012,259 [211-306],COUNTRY,SWZ
MLE,SEX,2012,26 [19-36],COUNTRY,BRN
MLE,SEX,2012,261444 [185694-300242],REGION,SEAR
MLE,SEX,2012,26225 [25255-27113],COUNTRY,USA
MLE,SEX,2012,2724 [2009-3293],COUNTRY,ECU
MLE,SEX,2012,2789 [2450-3143],COUNTRY,DEU
MLE,SEX,2012,2822 [2386-3258],COUNTRY,NPL
MLE,SEX,2012,2834 [2470-3218],COUNTRY,FRA
MLE,SEX,2012,29 [22-36],COUNTRY,BRB
MLE,SEX,2012,2901 [2512-3327],COUNTRY,KAZ
MLE,SEX,2012,291 [252-329],COUNTRY,BWA
MLE,SEX,2012,293 [247-343],COUNTRY,LTU
MLE,SEX,2012,3 [2-4],COUNTRY,GRD
MLE,SEX,2012,3014 [2375-3651],COUNTRY,NER
MLE,SEX,2012,3086 [2898-3275],COUNTRY,ITA
MLE,SEX,2012,310 [262-359],COUNTRY,GAB
MLE,SEX,2012,313 [291-336],COUNTRY,ALB
MLE,SEX,2012,3130 [2873-3387],COUNTRY,PER
MLE,SEX,2012,315 [247-442],COUNTRY,SVK
MLE,SEX,2012,3230 [2591-3869],COUNTRY,BFA
MLE,SEX,2012,325 [267-384],COUNTRY,GNB
MLE,SEX,2012,3259 [3090-3429],COUNTRY,POL
MLE,SEX,2012,3405 [2894-3918],COUNTRY,AFG
MLE,SEX,2012,3423 [2846-3999],COUNTRY,SYR
MLE,SEX,2012,347 [297-401],COUNTRY,HRV
MLE,SEX,2012,35 [25-47],COUNTRY,MNE
MLE,SEX,2012,36 [27-45],COUNTRY,BHS
MLE,SEX,2012,3614 [2867-4361],COUNTRY,AGO
MLE,SEX,2012,363348 [267074-422374],WORLDBANKINCOMEGROUP,WB_LMI
MLE,SEX,2012,366 [289-442],COUNTRY,GMB
MLE,SEX,2012,3661 [3037-4284],COUNTRY,CIV
MLE,SEX,2012,3683 [2996-4371],COUNTRY,MWI
MLE,SEX,2012,38 [30-47],COUNTRY,STP
MLE,SEX,2012,3818 [3169-4467],COUNTRY,ZWE
MLE,SEX,2012,3887 [3210-4563],COUNTRY,YEM
MLE,SEX,2012,4 [3-5],COUNTRY,MDV
MLE,SEX,2012,400 [371-430],COUNTRY,ARM
MLE,SEX,2012,4007 [3309-4705],COUNTRY,MDG
MLE,SEX,2012,4010 [3741-4208],COUNTRY,JPN
MLE,SEX,2012,403 [346-466],COUNTRY,AUT
MLE,SEX,2012,40306 [38370-42248],COUNTRY,BRA
MLE,SEX,2012,410 [350-477],COUNTRY,URY
MLE,SEX,2012,419445 [342769-476392],WORLDBANKINCOMEGROUP,WB_UMI
MLE,SEX,2012,4247 [3662-4832],COUNTRY,PRK
MLE,SEX,2012,4312 [3773-4882],COUNTRY,ARG
MLE,SEX,2012,432 [370-499],COUNTRY,MDA
MLE,SEX,2012,4336 [3681-4992],COUNTRY,IRQ
MLE,SEX,2012,441 [398-483],COUNTRY,BIH
MLE,SEX,2012,443 [376-510],COUNTRY,LSO
MLE,SEX,2012,443 [376-516],COUNTRY,PAN
MLE,SEX,2012,4557 [3708-6364],COUNTRY,KOR
MLE,SEX,2012,457 [429-484],COUNTRY,MNG
MLE,SEX,2012,4615 [3982-5247],COUNTRY,GHA
MLE,SEX,2012,476 [404-548],COUNTRY,NAM
MLE,SEX,2012,484 [414-559],COUNTRY,NLD
MLE,SEX,2012,4870 [3953-5788],COUNTRY,CMR
MLE,SEX,2012,488 [413-572],COUNTRY,BGR
MLE,SEX,2012,49 [35-67],COUNTRY,FJI
MLE,SEX,2012,492 [396-602],COUNTRY,GEO
MLE,SEX,2012,5 [3-7],COUNTRY,KIR
MLE,SEX,2012,5 [4-6],COUNTRY,VCT
MLE,SEX,2012,52 [42-63],COUNTRY,CYP
